                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.6604,                 1.1752,                 1.2739,                0.79523,                0.63165,                0.72704,                0.35694,                 1.3082,                0.81193,                 1.0272,              7.624e-05,              7.624e-05,              7.624e-05
                     14,                 1.6466,                 1.1467,                 1.2599,                 0.8012,                0.63387,                0.72799,                 0.3595,                 1.3014,                0.83495,                  1.036,              7.426e-05,              7.426e-05,              7.426e-05
                     15,                 1.6424,                 1.1378,                 1.2599,                0.79053,                0.62898,                0.72784,                0.36203,                 1.2938,                0.79282,                 1.0272,              7.228e-05,              7.228e-05,              7.228e-05
                     16,                 1.6327,                 1.1298,                 1.2472,                0.81505,                0.63254,                0.73695,                0.36979,                 1.2738,                0.81623,                 1.0147,               7.03e-05,               7.03e-05,               7.03e-05
                     17,                 1.6316,                 1.1177,                   1.25,                0.78914,                0.64583,                0.73828,                0.37099,                  1.297,                0.79133,                 1.0247,              6.832e-05,              6.832e-05,              6.832e-05
                     18,                 1.6176,                 1.1114,                 1.2434,                 0.7892,                0.64224,                0.73824,                0.37092,                 1.2795,                0.79618,                 1.0183,              6.634e-05,              6.634e-05,              6.634e-05
                     19,                 1.6005,                 1.0973,                  1.239,                0.80762,                 0.6414,                0.73792,                0.36931,                 1.2733,                0.78053,                 1.0013,              6.436e-05,              6.436e-05,              6.436e-05
                     20,                 1.5922,                 1.0827,                 1.2317,                0.81152,                0.64805,                0.74058,                0.37419,                 1.2798,                0.76556,                 1.0053,              6.238e-05,              6.238e-05,              6.238e-05
                     21,                 1.6184,                 1.0923,                 1.2429,                0.80117,                0.64495,                0.73984,                0.37228,                 1.2633,                0.78239,                0.99875,               6.04e-05,               6.04e-05,               6.04e-05
                     22,                 1.6081,                 1.0829,                 1.2298,                0.82517,                0.63076,                0.74102,                0.36823,                 1.2893,                0.77235,                 1.0111,              5.842e-05,              5.842e-05,              5.842e-05
                     23,                 1.5958,                 1.0675,                 1.2251,                 0.8211,                0.64938,                0.75023,                0.37661,                 1.2742,                0.75505,                 1.0087,              5.644e-05,              5.644e-05,              5.644e-05
                     24,                 1.6125,                 1.0788,                 1.2362,                0.78078,                0.65071,                0.73793,                0.36827,                 1.2811,                0.77369,                 1.0067,              5.446e-05,              5.446e-05,              5.446e-05
                     25,                 1.5851,                 1.0485,                 1.2276,                0.78283,                0.66223,                0.74491,                0.37737,                 1.2814,                0.75613,                 1.0047,              5.248e-05,              5.248e-05,              5.248e-05
                     26,                 1.5704,                 1.0496,                 1.2259,                0.79366,                0.65248,                0.74618,                0.37492,                 1.2684,                0.74292,                 1.0001,               5.05e-05,               5.05e-05,               5.05e-05
                     27,                 1.5805,                 1.0507,                 1.2182,                0.80584,                0.64391,                0.75182,                0.37734,                  1.284,                0.75558,                 1.0152,              4.852e-05,              4.852e-05,              4.852e-05
                     28,                 1.5648,                 1.0368,                 1.2154,                0.81963,                0.64495,                0.74638,                0.37168,                  1.301,                0.75549,                 1.0108,              4.654e-05,              4.654e-05,              4.654e-05
                     29,                  1.563,                 1.0213,                 1.2078,                0.80407,                 0.6516,                 0.7465,                0.37934,                 1.2608,                0.74186,                 0.9931,              4.456e-05,              4.456e-05,              4.456e-05
                     30,                 1.5612,                 1.0202,                 1.2157,                0.80545,                0.64539,                0.74433,                0.37672,                 1.2834,                0.74072,                 1.0043,              4.258e-05,              4.258e-05,              4.258e-05
                     31,                 1.5642,                 1.0224,                 1.2159,                0.81254,                0.64938,                0.75011,                0.38006,                 1.2783,                0.73455,                 1.0041,               4.06e-05,               4.06e-05,               4.06e-05
                     32,                 1.5597,                  1.022,                 1.2163,                0.83721,                0.62692,                0.74635,                0.38284,                 1.2719,                0.73149,                  1.011,              3.862e-05,              3.862e-05,              3.862e-05
                     33,                 1.5619,                  1.024,                 1.2112,                0.78174,                0.66489,                0.74841,                0.38276,                 1.2676,                0.72674,                 1.0125,              3.664e-05,              3.664e-05,              3.664e-05
                     34,                 1.5494,                 1.0188,                 1.1984,                0.80309,                0.64541,                0.74542,                0.38163,                 1.2671,                0.73279,                 1.0004,              3.466e-05,              3.466e-05,              3.466e-05
                     35,                 1.5434,                0.98977,                 1.2025,                0.82653,                0.63741,                0.74938,                0.38681,                 1.2525,                0.73217,                0.99919,              3.268e-05,              3.268e-05,              3.268e-05
                     36,                 1.5482,                0.98749,                 1.1991,                 0.8385,                0.64051,                0.75142,                0.38064,                 1.2837,                0.72949,                 1.0118,               3.07e-05,               3.07e-05,               3.07e-05
                     37,                 1.5477,                0.99907,                 1.2064,                0.80006,                0.66337,                0.74946,                0.38108,                  1.276,                0.72939,                 1.0002,              2.872e-05,              2.872e-05,              2.872e-05
                     38,                 1.5358,                0.98287,                 1.2007,                0.78338,                0.67199,                0.75363,                0.38624,                 1.2614,                0.71568,                0.99731,              2.674e-05,              2.674e-05,              2.674e-05
                     39,                 1.5114,                0.97198,                 1.1888,                0.80822,                0.65027,                0.74931,                0.38077,                 1.2676,                0.73515,                 0.9981,              2.476e-05,              2.476e-05,              2.476e-05
                     40,                 1.5403,                0.95272,                 1.1667,                0.78531,                0.65071,                0.74168,                0.37684,                 1.2727,                0.74142,                  1.012,              2.278e-05,              2.278e-05,              2.278e-05
