                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                  1.759,                 1.7465,                  1.349,                0.78487,                  0.582,                0.67844,                0.33571,                 1.2788,                 4.2807,                 1.0078,              7.822e-05,              7.822e-05,              7.822e-05
                     13,                 1.7612,                 1.7208,                 1.3461,                0.76049,                0.59131,                0.68093,                0.33422,                 1.2824,                 4.1931,                 1.0076,              7.624e-05,              7.624e-05,              7.624e-05
                     14,                 1.7539,                 1.6712,                 1.3267,                0.79464,                0.58599,                0.68656,                0.34011,                 1.2772,                 4.1251,                 1.0073,              7.426e-05,              7.426e-05,              7.426e-05
                     15,                 1.7533,                 1.6729,                 1.3299,                0.77893,                0.59972,                0.68983,                0.33996,                  1.283,                 4.0943,                  1.009,              7.228e-05,              7.228e-05,              7.228e-05
                     16,                 1.7355,                 1.6611,                  1.314,                0.78518,                0.59782,                0.69035,                0.34129,                 1.2785,                  4.034,                 1.0043,               7.03e-05,               7.03e-05,               7.03e-05
                     17,                 1.7355,                 1.6437,                 1.3139,                0.77281,                 0.6117,                0.69656,                0.34367,                 1.2708,                 3.9497,                 1.0017,              6.832e-05,              6.832e-05,              6.832e-05
                     18,                 1.7313,                 1.6354,                 1.3065,                0.77227,                0.60949,                0.69335,                0.34437,                 1.2793,                  3.909,                 1.0047,              6.634e-05,              6.634e-05,              6.634e-05
                     19,                 1.7186,                 1.6183,                 1.3064,                0.78004,                0.60363,                0.69352,                 0.3449,                 1.2726,                 3.8836,                0.99882,              6.436e-05,              6.436e-05,              6.436e-05
                     20,                 1.7138,                 1.6021,                 1.3055,                0.77134,                 0.6117,                0.69731,                 0.3464,                 1.2661,                 3.8023,                0.99517,              6.238e-05,              6.238e-05,              6.238e-05
                     21,                 1.7379,                 1.6235,                 1.3126,                0.79319,                0.61544,                0.70475,                0.34902,                 1.2647,                 3.7272,                0.99564,               6.04e-05,               6.04e-05,               6.04e-05
                     22,                 1.7281,                 1.5944,                 1.3071,                0.78205,                 0.6117,                0.70047,                0.34728,                 1.2704,                 3.7046,                0.99609,              5.842e-05,              5.842e-05,              5.842e-05
                     23,                 1.7176,                  1.581,                 1.2957,                0.78842,                0.60619,                0.70502,                0.34883,                 1.2717,                 3.6785,                0.99503,              5.644e-05,              5.644e-05,              5.644e-05
                     24,                 1.7257,                 1.5881,                 1.3042,                0.77526,                0.61968,                0.70461,                0.34742,                 1.2691,                 3.6371,                0.99425,              5.446e-05,              5.446e-05,              5.446e-05
                     25,                  1.707,                 1.5636,                 1.3008,                0.78197,                0.61746,                 0.7078,                0.34966,                 1.2735,                 3.5853,                0.99665,              5.248e-05,              5.248e-05,              5.248e-05
                     26,                 1.6902,                 1.5559,                 1.2973,                0.78402,                0.61879,                0.70691,                0.35138,                 1.2669,                 3.5625,                0.99216,               5.05e-05,               5.05e-05,               5.05e-05
                     27,                 1.7047,                 1.5591,                 1.2898,                0.79234,                0.60993,                0.70491,                  0.352,                 1.2667,                 3.5335,                0.99251,              4.852e-05,              4.852e-05,              4.852e-05
                     28,                 1.6909,                 1.5599,                 1.2925,                0.78547,                0.62234,                0.71156,                  0.353,                 1.2667,                 3.4839,                0.99323,              4.654e-05,              4.654e-05,              4.654e-05
                     29,                 1.6948,                 1.5318,                 1.2885,                0.78575,                0.62145,                0.70956,                0.35503,                 1.2625,                 3.4796,                0.99019,              4.456e-05,              4.456e-05,              4.456e-05
                     30,                 1.7015,                 1.5265,                 1.2965,                0.78228,                0.62432,                 0.7124,                0.35451,                  1.261,                 3.4228,                0.98882,              4.258e-05,              4.258e-05,              4.258e-05
                     31,                 1.7007,                 1.5551,                 1.2966,                0.77777,                0.62145,                0.71063,                 0.3545,                 1.2642,                 3.4047,                0.98912,               4.06e-05,               4.06e-05,               4.06e-05
                     32,                 1.6962,                   1.53,                 1.2956,                0.78436,                0.62234,                0.71104,                 0.3552,                 1.2606,                 3.3849,                0.99082,              3.862e-05,              3.862e-05,              3.862e-05
                     33,                 1.7056,                 1.5401,                  1.294,                0.77118,                0.61999,                0.71013,                0.35527,                 1.2601,                 3.3689,                0.98884,              3.664e-05,              3.664e-05,              3.664e-05
                     34,                 1.6899,                 1.5474,                 1.2787,                 0.7764,                0.61924,                0.71199,                0.35394,                 1.2629,                 3.3615,                0.98861,              3.466e-05,              3.466e-05,              3.466e-05
                     35,                 1.6891,                  1.503,                 1.2848,                0.77677,                0.62315,                0.71031,                0.35554,                 1.2623,                 3.3321,                 0.9891,              3.268e-05,              3.268e-05,              3.268e-05
                     36,                 1.6938,                 1.5039,                 1.2803,                0.77906,                0.62834,                0.71371,                0.35615,                 1.2589,                 3.3745,                0.98612,               3.07e-05,               3.07e-05,               3.07e-05
                     37,                 1.7003,                 1.5241,                 1.2876,                 0.7719,                0.63165,                0.71303,                0.35617,                  1.256,                 3.3034,                0.98505,              2.872e-05,              2.872e-05,              2.872e-05
                     38,                 1.6817,                 1.4959,                 1.2829,                0.77862,                0.62517,                0.71738,                0.35673,                 1.2569,                 3.2696,                0.98645,              2.674e-05,              2.674e-05,              2.674e-05
                     39,                 1.6692,                 1.4784,                 1.2777,                0.77523,                0.63076,                0.71365,                0.35675,                 1.2571,                 3.2491,                0.98503,              2.476e-05,              2.476e-05,              2.476e-05
                     40,                 1.7205,                 1.6683,                 1.2654,                0.76123,                0.62603,                0.70305,                0.34891,                 1.2697,                 3.3258,                0.99529,              2.278e-05,              2.278e-05,              2.278e-05
                     41,                 1.7043,                 1.6408,                 1.2575,                0.75031,                0.62871,                0.69893,                0.34718,                  1.276,                 3.3567,                0.99711,               2.08e-05,               2.08e-05,               2.08e-05
                     42,                 1.6915,                  1.614,                 1.2517,                0.76839,                0.62012,                0.69903,                0.34713,                 1.2734,                 3.4067,                0.99767,              1.882e-05,              1.882e-05,              1.882e-05
                     43,                 1.6829,                  1.602,                 1.2444,                0.76464,                0.62456,                0.70298,                0.34903,                 1.2676,                 3.4188,                0.99416,              1.684e-05,              1.684e-05,              1.684e-05
